image,airport,runway,scenario,slant_distance,gt_yaw,gt_pitch,gt_roll,gt_slant,est_yaw,est_pitch,est_roll,est_slant,err_yaw,err_pitch,err_roll,err_slant
images/CYUL_06L_35_09.jpeg,CYUL,06L,CYUL_06L_35,1.93,42.791840936271214,84.8589889064664,3.4871304952424813,1.93,45.73829647477943,89.0456961820999,-4.84440595749542,2.306300997133352,2.946455538508218,4.186707275633509,-8.3315364527379,0.3763009971333522
images/CYUL_06L_35_10.jpeg,CYUL,06L,CYUL_06L_35,1.77,34.312226377301506,87.24603069292709,2.458953458562585,1.77,38.87692642372864,87.86041647804662,-6.534126408138374,1.9731058795396388,4.564700046427134,0.6143857851195236,-8.99307986670096,0.20310587953963877
images/CYUL_06L_35_11.jpeg,CYUL,06L,CYUL_06L_35,1.56,40.633064111643854,86.08464913430332,-3.2246184643457463,1.56,53.42502066618215,89.62653092727231,7.130140524034152,1.7281958794918217,12.791956554538295,3.5418817929689936,10.3547589883799,0.1681958794918217
images/CYUL_06L_35_12.jpeg,CYUL,06L,CYUL_06L_35,1.26,41.113451318466616,87.40224247787008,5.962504379898668,1.26,47.500757581107884,87.75593094763711,-4.040088101317124,1.4177146992513965,6.3873062626412676,0.35368846976703594,-10.002592481215792,0.15771469925139647
images/CYUL_06L_35_13.jpeg,CYUL,06L,CYUL_06L_35,1.22,46.62143841831947,87.51039303483634,2.846029277133793,1.22,36.988391529590686,84.17640257713452,-3.8876338828412105,1.3226727259652502,-9.633046888728785,-3.333990457701816,-6.733663159975004,0.10267272596525023
images/CYUL_06L_35_14.jpeg,CYUL,06L,CYUL_06L_35,1.0,42.13794914385881,86.5084251224656,-1.5106142626043648,1.0,44.075119793518056,83.76452170478275,5.525528491043688,1.142233076952154,1.9371706496592438,-2.7439034176828443,7.036142753648052,0.14223307695215404
images/CYUL_06L_35_15.jpeg,CYUL,06L,CYUL_06L_35,0.81,39.17023631727707,87.27801987201816,7.92974431741742,0.81,44.885210219080754,86.34843871872108,3.8800082602478376,0.9333885194841144,5.714973901803681,-0.9295811532970788,-4.049736057169582,0.12338851948411433
images/CYUL_06L_35_16.jpeg,CYUL,06L,CYUL_06L_35,0.81,37.998514294505256,84.15400904869631,0.6522016512588076,0.81,43.07609382292817,87.74766622431639,4.570651920444154,0.891927419549011,5.077579528422916,3.5936571756200806,3.918450269185346,0.08192741954901095
images/CYUL_06L_35_17.jpeg,CYUL,06L,CYUL_06L_35,0.76,42.06295087068579,91.4588381096593,1.5882808729823266,0.76,40.12417273166664,85.97844894901786,-2.4871382986001973,0.7631666996863765,-1.9387781390191492,-5.480389160641437,-4.075419171582524,0.0031666996863765062
images/CYUL_06L_35_18.jpeg,CYUL,06L,CYUL_06L_35,0.68,44.41799815735154,89.08806137900947,-1.872568674160975,0.68,47.49969032427457,85.16897555197002,-4.48228997903055,0.7143523506131517,3.081692166923027,-3.919085827039453,-2.6097213048695744,0.03435235061315167
images/CYUL_06L_35_19.jpeg,CYUL,06L,CYUL_06L_35,0.57,38.02729473767278,87.48562879431972,-13.342297290640625,0.57,42.34410243713593,88.44646218003906,3.9081804004498903,0.5786736973232747,4.316807699463148,0.9608333857193401,17.250477691090516,0.00867369732327472
images/CYUL_06L_35_20.jpeg,CYUL,06L,CYUL_06L_35,0.53,52.022388086719275,89.91435388394348,7.840587829551345,0.53,44.98382581689053,83.24765359554733,-3.608374646105982,0.611294899768879,-7.038562269828745,-6.666700288396143,-11.448962475657327,0.08129489976887894
images/CYUL_06L_35_21.jpeg,CYUL,06L,CYUL_06L_35,0.53,46.37262043244717,87.75528766317586,-3.749717951187338,0.53,35.68271347528393,82.6673093398854,7.438779507669937,0.5450162815802669,-10.689906957163238,-5.087978323290457,11.188497458857274,0.01501628158026691
images/CYUL_06L_35_22.jpeg,CYUL,06L,CYUL_06L_35,0.39,36.05876966842021,83.93828324168156,-5.348652333275192,0.39,52.73965852740077,87.44605855466563,-4.217680198945048,0.36833545514377164,16.68088885898056,3.507775312984066,1.1309721343301442,-0.021664544856228374
images/CYUL_06L_35_23.jpeg,CYUL,06L,CYUL_06L_35,0.3,42.23371654303484,83.99588843491352,9.272798046476003,0.3,41.05593036244012,85.83775881335455,-3.0902658887421564,0.3178059193271369,-1.1777861805947154,1.8418703784410297,-12.36306393521816,0.017805919327136932
images/CYUL_06L_35_24.jpeg,CYUL,06L,CYUL_06L_35,0.28,43.91126176480286,86.50712934575674,0.9967563965635672,0.28,43.34185262489309,85.83763786210427,1.7776339129130536,0.3253878158486386,-0.5694091399097658,-0.6694914836524646,0.7808775163494864,0.045387815848638546
