image,airport,runway,scenario,slant_distance,gt_yaw,gt_pitch,gt_roll,gt_slant,est_yaw,est_pitch,est_roll,est_slant,err_yaw,err_pitch,err_roll,err_slant
images/CYUL_06L_35_09.jpeg,CYUL,06L,CYUL_06L_35,1.93,42.791840936271214,84.8589889064664,3.4871304952424813,1.93,45.59829478773473,89.20716512800087,-1.9911899202559131,1.8808598451310277,2.806453851463516,4.348176221534473,-5.478320415498395,-0.049140154868972274
images/CYUL_06L_35_10.jpeg,CYUL,06L,CYUL_06L_35,1.77,34.312226377301506,87.24603069292709,2.458953458562585,1.77,39.1591903013117,87.86359227447366,-13.028073661320514,1.723526979451103,4.846963924010197,0.6175615815465676,-15.487027119883098,-0.046473020548897015
images/CYUL_06L_35_11.jpeg,CYUL,06L,CYUL_06L_35,1.56,40.633064111643854,86.08464913430332,-3.2246184643457463,1.56,53.332512050180426,89.80016160801974,7.736352893673582,1.4715404212632055,12.699447938536572,3.715512473716416,10.960971358019329,-0.08845957873679455
images/CYUL_06L_35_12.jpeg,CYUL,06L,CYUL_06L_35,1.26,41.113451318466616,87.40224247787008,5.962504379898668,1.26,47.562538955891284,87.9351776078958,-3.482932034254119,1.1995416236340855,6.449087637424668,0.5329351300257201,-9.445436414152788,-0.06045837636591456
images/CYUL_06L_35_13.jpeg,CYUL,06L,CYUL_06L_35,1.22,46.62143841831947,87.51039303483634,2.846029277133793,1.22,37.20110381880935,84.18685043488286,-5.819599929802604,1.1859318210729917,-9.42033459951012,-3.323542599953484,-8.665629206936398,-0.03406817892700831
images/CYUL_06L_35_14.jpeg,CYUL,06L,CYUL_06L_35,1.0,42.13794914385881,86.5084251224656,-1.5106142626043648,1.0,43.450434788451446,83.99855275610136,8.877649228801571,0.9624865565830961,1.312485644592634,-2.5098723663642346,10.388263491405937,-0.03751344341690388
images/CYUL_06L_35_15.jpeg,CYUL,06L,CYUL_06L_35,0.81,39.17023631727707,87.27801987201816,7.92974431741742,0.81,45.142373344669785,86.62646465574005,0.9990128064820556,0.7756707423325503,5.972137027392712,-0.651555216278112,-6.930731510935364,-0.034329257667449764
images/CYUL_06L_35_16.jpeg,CYUL,06L,CYUL_06L_35,0.81,37.998514294505256,84.15400904869631,0.6522016512588076,0.81,42.97554212023579,87.87717813530779,2.82355015795237,0.787013021589674,4.977027825730531,3.7231690866114775,2.1713485066935623,-0.022986978410326042
images/CYUL_06L_35_17.jpeg,CYUL,06L,CYUL_06L_35,0.76,42.06295087068579,91.4588381096593,1.5882808729823266,0.76,39.790427832721164,86.05555520632895,-1.613584487171642,0.7334158132054241,-2.272523037964625,-5.40328290333035,-3.2018653601539686,-0.02658418679457586
images/CYUL_06L_35_18.jpeg,CYUL,06L,CYUL_06L_35,0.68,44.41799815735154,89.08806137900947,-1.872568674160975,0.68,47.39404136591338,85.40906403075911,-6.638310077779298,0.656663871842856,2.9760432085618405,-3.6789973482503626,-4.765741403618323,-0.02333612815714403
images/CYUL_06L_35_19.jpeg,CYUL,06L,CYUL_06L_35,0.57,38.02729473767278,87.48562879431972,-13.342297290640625,0.57,42.28811620864923,88.44721751048067,2.32011550080269,0.5522885356788766,4.260821470976445,0.9615887161609464,15.662412791443314,-0.01771146432112336
images/CYUL_06L_35_20.jpeg,CYUL,06L,CYUL_06L_35,0.53,52.022388086719275,89.91435388394348,7.840587829551345,0.53,44.581487983466666,83.66714085936019,-6.2380797266127095,0.5171500513321549,-7.440900103252609,-6.247213024583289,-14.078667556164055,-0.012849948667845168
images/CYUL_06L_35_21.jpeg,CYUL,06L,CYUL_06L_35,0.53,46.37262043244717,87.75528766317586,-3.749717951187338,0.53,35.2052102396606,82.79894753317058,7.792156831209977,0.5033803929266221,-11.16741019278657,-4.956340130005287,11.541874782397315,-0.02661960707337796
